"SEX,discrete(2)","EDUCATION,discrete(7)","MARRIAGE,discrete(4)","AGE,continuous","PAY_0,discrete(11)","PAY_2,discrete(11)","PAY_3,discrete(11)","PAY_4,discrete(11)","PAY_5,discrete(11)","PAY_6,discrete(11)","BILL_AMT1,continuous","BILL_AMT2,continuous","PAY_AMT1,continuous","PAY_AMT2,continuous","PAY_AMT4,continuous","Default,class(0,1)"
2.0,1.0,1.0,27.0,3.0,0.0,1.0,1.0,2.0,2.0,165580.0,69777.0,0.0,402.0,1129.0,0.0
2.0,1.0,2.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,166154.0,70578.0,801.0,686.0,312.0,0.0
2.0,2.0,1.0,39.0,2.0,2.0,2.0,2.0,2.0,2.0,197191.0,102041.0,1562.0,1500.0,988.0,0.0
2.0,1.0,2.0,32.0,2.0,2.0,2.0,2.0,2.0,2.0,192045.0,100539.0,5000.0,3000.0,1000.0,0.0
2.0,2.0,1.0,39.0,2.0,2.0,2.0,2.0,2.0,2.0,231290.0,127936.0,2500.0,3000.0,2500.0,0.0
2.0,2.0,2.0,22.0,1.0,1.0,1.0,1.0,2.0,1.0,170788.0,70431.0,654.0,9954.0,0.0,0.0
2.0,3.0,1.0,53.0,2.0,2.0,2.0,2.0,2.0,2.0,264006.0,161725.0,52306.0,1000.0,102.0,0.0
2.0,1.0,2.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,165960.0,70157.0,380.0,380.0,380.0,0.0
1.0,2.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,165906.0,70103.0,326.0,326.0,326.0,0.0
2.0,1.0,1.0,36.0,3.0,0.0,0.0,1.0,1.0,1.0,165580.0,69777.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,194037.0,99268.0,1492.0,1509.0,1170.0,1.0
1.0,2.0,2.0,32.0,2.0,2.0,0.0,0.0,0.0,0.0,193075.0,69777.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,26.0,4.0,4.0,4.0,4.0,4.0,4.0,223692.0,126397.0,0.0,5700.0,2300.0,1.0
2.0,3.0,2.0,40.0,1.0,2.0,2.0,1.0,4.0,4.0,167788.0,77585.0,7006.0,0.0,0.0,0.0
2.0,1.0,2.0,25.0,2.0,2.0,1.0,2.0,2.0,1.0,174256.0,80376.0,5000.0,5814.0,0.0,0.0
2.0,1.0,2.0,28.0,0.0,1.0,1.0,1.0,2.0,2.0,165978.0,70731.0,958.0,0.0,0.0,0.0
2.0,2.0,1.0,40.0,2.0,2.0,2.0,2.0,2.0,4.0,208400.0,113933.0,1856.0,1564.0,3000.0,0.0
1.0,2.0,1.0,47.0,3.0,4.0,2.0,2.0,4.0,4.0,180728.0,84397.0,0.0,1253.0,0.0,0.0
1.0,3.0,2.0,27.0,4.0,4.0,4.0,4.0,4.0,4.0,220109.0,122920.0,1800.0,3900.0,3400.0,0.0
2.0,2.0,2.0,42.0,1.0,1.0,1.0,2.0,1.0,1.0,165756.0,70172.0,395.0,1204.0,748.0,0.0
1.0,3.0,1.0,37.0,4.0,4.0,4.0,4.0,4.0,4.0,301764.0,208709.0,6400.0,5000.0,10800.0,0.0
1.0,2.0,1.0,55.0,2.0,2.0,2.0,2.0,2.0,2.0,216108.0,120318.0,2100.0,1305.0,663.0,0.0
1.0,3.0,1.0,46.0,3.0,4.0,2.0,2.0,2.0,2.0,192162.0,95733.0,100.0,2000.0,700.0,1.0
2.0,2.0,2.0,30.0,3.0,4.0,2.0,2.0,2.0,2.0,171973.0,75925.0,0.0,1266.0,267.0,1.0
2.0,3.0,1.0,51.0,2.0,2.0,4.0,2.0,2.0,2.0,210346.0,117824.0,4000.0,0.0,1000.0,0.0
1.0,1.0,1.0,35.0,3.0,4.0,4.0,4.0,4.0,2.0,182945.0,87879.0,1310.0,0.0,0.0,0.0
1.0,2.0,1.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,227194.0,115446.0,45889.0,11134.0,6593.0,0.0
2.0,2.0,1.0,28.0,1.0,1.0,1.0,2.0,1.0,1.0,166291.0,70488.0,711.0,5514.0,711.0,0.0
1.0,1.0,2.0,40.0,2.0,2.0,2.0,2.0,2.0,2.0,470282.0,377720.0,20000.0,12868.0,12000.0,0.0
2.0,2.0,1.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,170703.0,77641.0,3000.0,2005.0,1000.0,0.0
1.0,1.0,2.0,55.0,2.0,2.0,2.0,2.0,2.0,2.0,231220.0,136775.0,2800.0,3000.0,2350.0,0.0
1.0,2.0,1.0,26.0,2.0,2.0,2.0,4.0,1.0,1.0,341119.0,208602.0,3826.0,7000.0,171716.0,1.0
1.0,4.0,2.0,23.0,3.0,1.0,1.0,1.0,2.0,2.0,165556.0,72809.0,3056.0,3324.0,2003.0,0.0
1.0,2.0,2.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,241034.0,147515.0,4100.0,2000.0,0.0,0.0
1.0,3.0,1.0,50.0,2.0,2.0,2.0,2.0,2.0,1.0,193919.0,94009.0,1681.0,2000.0,0.0,1.0
2.0,2.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,179167.0,81210.0,11433.0,7823.0,4913.0,0.0
2.0,2.0,2.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,247644.0,153624.0,4000.0,4000.0,3195.0,0.0
1.0,2.0,1.0,29.0,4.0,4.0,4.0,2.0,2.0,2.0,173604.0,81495.0,4000.0,0.0,2000.0,0.0
1.0,2.0,2.0,40.0,2.0,2.0,2.0,2.0,1.0,2.0,192146.0,84628.0,3000.0,1000.0,30525.0,0.0
1.0,2.0,1.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,165970.0,70167.0,390.0,390.0,16014.0,0.0
1.0,1.0,2.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,277633.0,178373.0,5000.0,5000.0,5000.0,0.0
2.0,1.0,2.0,27.0,1.0,4.0,1.0,1.0,1.0,4.0,166560.0,70757.0,0.0,376.0,2202.0,0.0
1.0,3.0,1.0,49.0,1.0,1.0,1.0,1.0,1.0,1.0,165970.0,70455.0,678.0,0.0,0.0,0.0
1.0,2.0,1.0,55.0,3.0,4.0,4.0,2.0,2.0,2.0,242096.0,148282.0,3800.0,0.0,3000.0,1.0
1.0,1.0,2.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,172356.0,72975.0,3222.0,2125.0,6192.0,0.0
1.0,1.0,1.0,43.0,3.0,4.0,4.0,4.0,4.0,4.0,175042.0,79478.0,1000.0,1000.0,0.0,0.0
2.0,1.0,2.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,235152.0,141010.0,2828.0,2337.0,1800.0,0.0
2.0,1.0,1.0,33.0,1.0,1.0,1.0,1.0,2.0,2.0,173009.0,76942.0,8000.0,2000.0,0.0,0.0
2.0,2.0,1.0,42.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,37.0,1.0,1.0,1.0,1.0,0.0,1.0,166070.0,69767.0,0.0,4920.0,0.0,0.0
2.0,3.0,1.0,39.0,2.0,2.0,2.0,2.0,2.0,2.0,271608.0,177089.0,6000.0,5000.0,2000.0,0.0
1.0,1.0,2.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,36.0,4.0,4.0,4.0,4.0,4.0,4.0,222715.0,125425.0,0.0,4803.0,10000.0,1.0
2.0,2.0,1.0,39.0,2.0,2.0,1.0,1.0,1.0,1.0,209582.0,112933.0,2300.0,22478.0,4674.0,0.0
2.0,2.0,1.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,166272.0,70169.0,394.0,332.0,2091.0,0.0
2.0,1.0,1.0,41.0,4.0,4.0,4.0,4.0,4.0,4.0,244280.0,150125.0,3500.0,3200.0,3300.0,1.0
2.0,1.0,1.0,42.0,1.0,1.0,4.0,2.0,1.0,4.0,166324.0,72021.0,2186.0,0.0,1522.0,0.0
1.0,2.0,2.0,31.0,3.0,4.0,4.0,4.0,4.0,2.0,182196.0,86688.0,2500.0,0.0,0.0,0.0
1.0,3.0,2.0,23.0,2.0,2.0,2.0,2.0,2.0,2.0,175683.0,80916.0,1205.0,1172.0,404.0,0.0
2.0,5.0,2.0,34.0,3.0,4.0,1.0,1.0,1.0,2.0,168478.0,71234.0,0.0,1261.0,2522.0,0.0
1.0,1.0,2.0,23.0,4.0,4.0,2.0,2.0,2.0,2.0,180657.0,85311.0,1000.0,1273.0,631.0,0.0
2.0,2.0,1.0,36.0,2.0,2.0,2.0,4.0,2.0,2.0,249433.0,157004.0,5000.0,11700.0,5000.0,0.0
2.0,3.0,1.0,37.0,3.0,4.0,4.0,2.0,2.0,2.0,264976.0,170272.0,3560.0,0.0,3832.0,1.0
2.0,2.0,1.0,47.0,2.0,2.0,2.0,2.0,2.0,2.0,211676.0,107716.0,2167.0,2000.0,1469.0,0.0
2.0,1.0,2.0,28.0,1.0,2.0,1.0,1.0,1.0,1.0,184086.0,82014.0,1062.0,1116.0,58837.0,0.0
2.0,1.0,2.0,24.0,4.0,4.0,4.0,2.0,2.0,2.0,208959.0,115874.0,3628.0,8.0,1490.0,1.0
2.0,2.0,1.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,301069.0,208286.0,5007.0,5003.0,4052.0,0.0
2.0,1.0,2.0,35.0,4.0,4.0,4.0,4.0,4.0,4.0,222108.0,127750.0,2800.0,2100.0,2200.0,0.0
2.0,3.0,1.0,53.0,3.0,6.0,5.0,4.0,4.0,4.0,170059.0,74049.0,0.0,0.0,900.0,1.0
1.0,1.0,2.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,305384.0,206305.0,7000.0,6000.0,3500.0,0.0
1.0,1.0,1.0,71.0,2.0,2.0,2.0,2.0,2.0,2.0,343064.0,247723.0,6243.0,5446.0,4385.0,0.0
1.0,1.0,2.0,23.0,1.0,4.0,4.0,4.0,4.0,4.0,180963.0,85919.0,1300.0,0.0,0.0,1.0
1.0,3.0,2.0,28.0,2.0,2.0,2.0,2.0,2.0,2.0,214543.0,120158.0,2500.0,1293.0,870.0,0.0
2.0,1.0,1.0,38.0,3.0,0.0,1.0,2.0,2.0,0.0,165580.0,69777.0,0.0,4051.0,0.0,0.0
2.0,2.0,1.0,49.0,3.0,4.0,4.0,4.0,4.0,4.0,224523.0,129987.0,2800.0,2120.0,4611.0,0.0
2.0,2.0,2.0,22.0,2.0,2.0,1.0,1.0,2.0,2.0,177298.0,74655.0,1000.0,37325.0,3500.0,0.0
1.0,2.0,2.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,282017.0,182658.0,4911.0,3533.0,3607.0,0.0
1.0,2.0,1.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,700.0,1.0
2.0,2.0,1.0,43.0,2.0,2.0,2.0,2.0,2.0,2.0,200848.0,104584.0,1600.0,1400.0,1200.0,0.0
1.0,2.0,2.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,213638.0,119125.0,2097.0,1456.0,1100.0,1.0
2.0,2.0,1.0,44.0,4.0,4.0,4.0,4.0,4.0,4.0,178242.0,83438.0,1500.0,0.0,0.0,1.0
2.0,2.0,1.0,44.0,2.0,2.0,2.0,2.0,2.0,2.0,242572.0,142813.0,2000.0,1000.0,21000.0,0.0
1.0,2.0,2.0,27.0,1.0,1.0,1.0,1.0,2.0,2.0,165996.0,70345.0,568.0,1427.0,437.0,1.0
1.0,3.0,2.0,43.0,1.0,1.0,4.0,2.0,2.0,2.0,165970.0,71513.0,1736.0,0.0,0.0,1.0
2.0,3.0,2.0,39.0,2.0,2.0,4.0,4.0,5.0,4.0,177821.0,85797.0,4000.0,1000.0,0.0,0.0
1.0,2.0,2.0,42.0,2.0,1.0,1.0,1.0,1.0,0.0,175580.0,79777.0,10000.0,141.0,1941.0,0.0
2.0,1.0,2.0,28.0,0.0,0.0,1.0,2.0,2.0,2.0,163694.0,67691.0,0.0,36633.0,11696.0,0.0
2.0,2.0,1.0,34.0,4.0,4.0,4.0,2.0,2.0,2.0,242870.0,142458.0,4500.0,2500.0,3000.0,0.0
1.0,1.0,2.0,36.0,3.0,4.0,4.0,4.0,2.0,2.0,215425.0,120992.0,2505.0,2300.0,1000.0,0.0
2.0,1.0,2.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,330435.0,238384.0,6102.0,7000.0,5573.0,0.0
1.0,1.0,2.0,42.0,4.0,2.0,2.0,2.0,2.0,2.0,486562.0,392565.0,12618.0,11127.0,4261.0,1.0
2.0,1.0,2.0,29.0,1.0,1.0,1.0,2.0,1.0,1.0,169525.0,75572.0,5894.0,10863.0,1126.0,0.0
2.0,1.0,2.0,30.0,3.0,4.0,2.0,2.0,2.0,2.0,239483.0,141930.0,0.0,2674.0,3000.0,0.0
2.0,2.0,1.0,31.0,4.0,4.0,2.0,2.0,2.0,4.0,183186.0,86817.0,0.0,2700.0,2000.0,0.0
2.0,3.0,2.0,52.0,2.0,2.0,2.0,2.0,2.0,2.0,200361.0,104235.0,1725.0,1800.0,1000.0,1.0
2.0,1.0,2.0,26.0,1.0,2.0,2.0,2.0,2.0,1.0,223943.0,176047.0,56270.0,59503.0,40.0,0.0
1.0,1.0,1.0,57.0,4.0,4.0,4.0,4.0,4.0,5.0,274240.0,175281.0,0.0,10970.0,4747.0,1.0
1.0,2.0,2.0,42.0,2.0,2.0,2.0,2.0,2.0,2.0,213271.0,118515.0,3304.0,2300.0,3500.0,0.0
1.0,2.0,2.0,31.0,3.0,4.0,2.0,2.0,4.0,2.0,182197.0,85838.0,0.0,1294.0,0.0,0.0
2.0,1.0,2.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,222334.0,128612.0,3000.0,2200.0,2500.0,0.0
1.0,2.0,1.0,66.0,4.0,4.0,4.0,4.0,4.0,4.0,233351.0,139312.0,3400.0,3000.0,2600.0,1.0
1.0,2.0,2.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,200379.0,95608.0,2027.0,2000.0,1031.0,0.0
1.0,1.0,2.0,23.0,3.0,0.0,0.0,0.0,0.0,1.0,165580.0,69777.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,36.0,2.0,2.0,2.0,2.0,2.0,2.0,307066.0,149251.0,6000.0,5000.0,2011.0,0.0
2.0,2.0,2.0,34.0,3.0,0.0,0.0,0.0,1.0,2.0,165578.0,69775.0,0.0,0.0,796.0,0.0
1.0,1.0,1.0,43.0,3.0,0.0,0.0,1.0,2.0,2.0,165580.0,69777.0,0.0,0.0,0.0,1.0
2.0,1.0,2.0,22.0,4.0,2.0,2.0,2.0,2.0,1.0,224421.0,130747.0,3700.0,1400.0,500.0,0.0
1.0,3.0,1.0,41.0,1.0,1.0,1.0,2.0,1.0,1.0,167719.0,69777.0,0.0,1686.0,205.0,0.0
2.0,3.0,3.0,49.0,4.0,2.0,2.0,2.0,2.0,2.0,257613.0,149618.0,3078.0,13489.0,1771.0,1.0
1.0,3.0,1.0,41.0,4.0,2.0,2.0,2.0,2.0,2.0,184318.0,88763.0,1376.0,1500.0,2701.0,1.0
2.0,2.0,1.0,27.0,5.0,4.0,2.0,2.0,4.0,5.0,170479.0,74452.0,0.0,1095.0,596.0,1.0
1.0,4.0,1.0,28.0,2.0,2.0,2.0,1.0,1.0,1.0,336678.0,235953.0,14000.0,5695.0,0.0,0.0
2.0,3.0,0.0,55.0,1.0,1.0,1.0,1.0,1.0,1.0,166660.0,87270.0,17498.0,9160.0,3396.0,0.0
1.0,2.0,2.0,26.0,2.0,2.0,4.0,2.0,2.0,2.0,178697.0,86664.0,4000.0,0.0,900.0,0.0
1.0,1.0,1.0,49.0,4.0,2.0,2.0,2.0,2.0,2.0,225869.0,127203.0,1580.0,1500.0,3000.0,1.0
2.0,1.0,2.0,29.0,1.0,1.0,1.0,1.0,1.0,1.0,167540.0,80832.0,11055.0,2269.0,690.0,0.0
1.0,2.0,2.0,30.0,2.0,2.0,2.0,2.0,2.0,1.0,196953.0,101932.0,1602.0,1451.0,41.0,0.0
1.0,1.0,2.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,166630.0,73035.0,3258.0,3735.0,2348.0,0.0
1.0,2.0,2.0,51.0,2.0,2.0,2.0,2.0,2.0,2.0,233460.0,136435.0,3028.0,3199.0,642.0,0.0
1.0,1.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,1.0,218532.0,164911.0,60086.0,2000.0,5000.0,0.0
2.0,2.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,189109.0,97666.0,4820.0,1500.0,2000.0,0.0
2.0,1.0,2.0,29.0,4.0,4.0,4.0,4.0,4.0,4.0,261270.0,174878.0,11000.0,3800.0,0.0,1.0
2.0,1.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,471403.0,373478.0,15000.0,10500.0,15000.0,1.0
2.0,2.0,2.0,42.0,2.0,2.0,2.0,2.0,2.0,2.0,293746.0,172585.0,3844.0,5000.0,6000.0,0.0
2.0,2.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,239816.0,132897.0,2125.0,2000.0,2010.0,0.0
1.0,1.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,62.0,2.0,2.0,2.0,2.0,2.0,2.0,333215.0,239862.0,6474.0,7726.0,6100.0,0.0
1.0,1.0,1.0,52.0,2.0,2.0,2.0,2.0,2.0,2.0,401751.0,298728.0,8500.0,7800.0,5670.0,0.0
1.0,1.0,1.0,48.0,1.0,1.0,1.0,1.0,1.0,0.0,191420.0,83037.0,13326.0,13289.0,0.0,0.0
1.0,1.0,2.0,30.0,2.0,2.0,4.0,2.0,2.0,2.0,179986.0,90430.0,6500.0,84.0,1000.0,0.0
2.0,2.0,2.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,227373.0,149244.0,79651.0,26943.0,71373.0,0.0
2.0,2.0,1.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,37.0,1.0,1.0,2.0,1.0,1.0,1.0,176438.0,115881.0,50004.0,20000.0,0.0,0.0
1.0,2.0,1.0,49.0,4.0,4.0,4.0,4.0,5.0,4.0,341484.0,249356.0,8000.0,11500.0,4.0,1.0
1.0,2.0,1.0,35.0,3.0,4.0,2.0,2.0,2.0,2.0,197662.0,101070.0,0.0,1400.0,0.0,0.0
2.0,1.0,2.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,165580.0,69777.0,0.0,0.0,0.0,0.0
2.0,1.0,2.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,174658.0,81389.0,3000.0,1500.0,2000.0,0.0
1.0,1.0,1.0,34.0,2.0,2.0,2.0,2.0,2.0,2.0,188534.0,81002.0,1700.0,1380.0,1000.0,0.0
1.0,2.0,1.0,53.0,2.0,2.0,2.0,2.0,2.0,2.0,213404.0,118731.0,1948.0,1835.0,692.0,0.0
1.0,1.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,181566.0,86412.0,2008.0,1513.0,515.0,0.0
2.0,2.0,2.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,651501.0,303823.0,20000.0,7822.0,6000.0,0.0
1.0,1.0,1.0,53.0,1.0,1.0,1.0,0.0,0.0,1.0,169360.0,73072.0,3295.0,1461.0,1492.0,0.0
1.0,2.0,2.0,35.0,2.0,2.0,2.0,2.0,2.0,2.0,177813.0,86267.0,7000.0,4100.0,1000.0,0.0
2.0,2.0,2.0,36.0,1.0,1.0,1.0,2.0,2.0,2.0,165919.0,69777.0,0.0,28119.0,3200.0,0.0
2.0,2.0,1.0,33.0,1.0,1.0,1.0,2.0,2.0,2.0,195148.0,73440.0,3701.0,27209.0,523.0,0.0
2.0,3.0,2.0,55.0,2.0,2.0,2.0,2.0,2.0,2.0,268315.0,150539.0,3000.0,3000.0,2664.0,0.0
1.0,1.0,2.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,176093.0,81005.0,1193.0,1187.0,428.0,0.0
2.0,3.0,2.0,31.0,2.0,1.0,1.0,1.0,1.0,0.0,168285.0,72264.0,2487.0,2700.0,0.0,0.0
1.0,2.0,2.0,31.0,2.0,2.0,2.0,2.0,2.0,2.0,351257.0,259459.0,7000.0,8000.0,7500.0,0.0
2.0,1.0,1.0,55.0,1.0,1.0,1.0,0.0,0.0,0.0,167650.0,77397.0,7620.0,0.0,0.0,0.0
1.0,1.0,1.0,42.0,2.0,2.0,2.0,0.0,0.0,0.0,213034.0,100457.0,3000.0,220.0,0.0,0.0
1.0,2.0,1.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,186836.0,89596.0,1618.0,1569.0,652.0,0.0
2.0,3.0,1.0,39.0,2.0,2.0,2.0,2.0,1.0,2.0,180097.0,73447.0,2500.0,2500.0,15839.0,1.0
1.0,1.0,1.0,57.0,2.0,2.0,4.0,5.0,4.0,2.0,189558.0,96526.0,3478.0,2073.0,0.0,1.0
1.0,2.0,2.0,24.0,2.0,1.0,1.0,1.0,1.0,1.0,176280.0,70287.0,510.0,390.0,2420.0,0.0
2.0,2.0,2.0,22.0,2.0,2.0,2.0,2.0,2.0,2.0,184051.0,89260.0,1329.0,1307.0,857.0,0.0
1.0,2.0,1.0,50.0,2.0,2.0,2.0,2.0,2.0,2.0,267010.0,157206.0,5001.0,64401.0,4500.0,0.0
2.0,1.0,2.0,29.0,3.0,0.0,1.0,1.0,1.0,1.0,165580.0,69777.0,0.0,3941.0,0.0,0.0
1.0,1.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,585067.0,459382.0,13000.0,20000.0,9322.0,0.0
1.0,2.0,1.0,43.0,2.0,2.0,2.0,2.0,2.0,2.0,256160.0,142037.0,10000.0,10000.0,9000.0,0.0
1.0,2.0,1.0,47.0,1.0,1.0,1.0,1.0,1.0,0.0,171417.0,90815.0,21038.0,729.0,0.0,0.0
1.0,2.0,2.0,23.0,2.0,2.0,4.0,2.0,1.0,1.0,183372.0,89813.0,2956.0,0.0,416.0,0.0
1.0,3.0,2.0,22.0,2.0,2.0,2.0,2.0,2.0,2.0,174943.0,74839.0,1200.0,1200.0,1000.0,0.0
2.0,1.0,1.0,47.0,2.0,2.0,2.0,1.0,2.0,2.0,1130091.0,1053708.0,50784.0,50723.0,50000.0,0.0
2.0,3.0,1.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,177080.0,74775.0,4998.0,4996.0,4998.0,0.0
1.0,2.0,1.0,37.0,2.0,2.0,1.0,1.0,0.0,1.0,182799.0,84417.0,2000.0,19400.0,0.0,1.0
2.0,1.0,2.0,30.0,4.0,1.0,1.0,1.0,1.0,1.0,166650.0,74370.0,4593.0,4705.0,0.0,1.0
2.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,165380.0,69577.0,0.0,0.0,2000.0,0.0
1.0,3.0,1.0,53.0,2.0,2.0,2.0,2.0,2.0,2.0,174249.0,78031.0,1303.0,1513.0,700.0,0.0
1.0,1.0,2.0,30.0,2.0,2.0,2.0,2.0,4.0,4.0,225539.0,119521.0,10020.0,4000.0,0.0,0.0
1.0,2.0,1.0,33.0,2.0,2.0,2.0,2.0,2.0,2.0,181242.0,86378.0,1500.0,5000.0,1000.0,0.0
2.0,2.0,1.0,37.0,2.0,2.0,2.0,2.0,2.0,2.0,293273.0,96410.0,2000.0,2000.0,2000.0,0.0
2.0,1.0,2.0,21.0,2.0,2.0,2.0,2.0,2.0,1.0,183051.0,83906.0,1400.0,3500.0,162.0,0.0
2.0,2.0,2.0,32.0,2.0,2.0,2.0,2.0,2.0,4.0,181182.0,86259.0,2000.0,1551.0,1500.0,1.0
1.0,1.0,1.0,45.0,3.0,0.0,1.0,1.0,1.0,1.0,165530.0,69337.0,0.0,1000.0,1000.0,0.0
2.0,2.0,1.0,41.0,2.0,2.0,2.0,2.0,2.0,2.0,187490.0,93028.0,2000.0,1500.0,1100.0,0.0
2.0,1.0,2.0,27.0,3.0,0.0,1.0,1.0,1.0,1.0,165580.0,69777.0,0.0,830.0,1271.0,0.0
1.0,1.0,2.0,30.0,2.0,2.0,2.0,2.0,2.0,2.0,581751.0,507526.0,30000.0,30000.0,20000.0,0.0
1.0,2.0,2.0,21.0,2.0,2.0,2.0,2.0,2.0,2.0,173565.0,78454.0,1217.0,1000.0,700.0,0.0
1.0,2.0,2.0,25.0,2.0,2.0,0.0,1.0,2.0,2.0,179479.0,69768.0,0.0,0.0,125009.0,0.0
1.0,3.0,2.0,41.0,2.0,2.0,4.0,2.0,2.0,2.0,187938.0,93034.0,1900.0,1000.0,891.0,0.0
2.0,1.0,1.0,38.0,1.0,4.0,1.0,1.0,1.0,1.0,172257.0,74338.0,0.0,1856.0,1856.0,0.0
2.0,1.0,2.0,36.0,1.0,1.0,1.0,0.0,0.0,0.0,176280.0,70667.0,890.0,0.0,0.0,0.0
1.0,2.0,2.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,210317.0,109367.0,2103.0,2005.0,3006.0,1.0
1.0,2.0,2.0,58.0,6.0,5.0,4.0,4.0,4.0,4.0,217576.0,120980.0,300.0,300.0,293.0,1.0
2.0,1.0,1.0,41.0,1.0,4.0,1.0,1.0,4.0,1.0,172394.0,75944.0,0.0,24386.0,0.0,1.0
2.0,2.0,1.0,32.0,1.0,1.0,1.0,0.0,0.0,0.0,166399.0,70476.0,699.0,0.0,0.0,1.0
1.0,3.0,2.0,63.0,3.0,4.0,2.0,2.0,2.0,2.0,215572.0,118695.0,0.0,2164.0,1788.0,0.0
1.0,3.0,1.0,38.0,2.0,2.0,2.0,2.0,2.0,2.0,625180.0,442122.0,13713.0,13250.0,11191.0,0.0
1.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,2.0,2.0,168087.0,70575.0,800.0,0.0,4.0,0.0
1.0,1.0,1.0,38.0,1.0,1.0,1.0,1.0,1.0,1.0,176171.0,77700.0,7964.0,57425.0,7283.0,0.0
1.0,1.0,2.0,31.0,3.0,1.0,2.0,2.0,2.0,2.0,165580.0,70789.0,1012.0,22066.0,1565.0,1.0
1.0,1.0,1.0,43.0,2.0,2.0,2.0,2.0,4.0,2.0,416288.0,325934.0,11000.0,11300.0,69.0,1.0
2.0,2.0,1.0,24.0,1.0,2.0,2.0,1.0,1.0,1.0,175941.0,89343.0,10000.0,1390.0,7143.0,0.0
2.0,2.0,2.0,29.0,2.0,2.0,2.0,2.0,2.0,2.0,218854.0,123870.0,2591.0,2109.0,2010.0,0.0
2.0,2.0,1.0,38.0,1.0,1.0,1.0,2.0,2.0,0.0,166101.0,75137.0,6439.0,29271.0,0.0,0.0
2.0,1.0,1.0,50.0,3.0,1.0,1.0,1.0,1.0,0.0,165580.0,72106.0,2329.0,15990.0,0.0,0.0
2.0,1.0,2.0,49.0,4.0,4.0,1.0,1.0,1.0,1.0,165693.0,69777.0,0.0,1100.0,2119.0,1.0
2.0,1.0,2.0,25.0,0.0,0.0,0.0,1.0,1.0,1.0,166754.0,69777.0,0.0,0.0,3292.0,0.0
2.0,3.0,1.0,50.0,2.0,2.0,2.0,2.0,2.0,4.0,277144.0,182259.0,4200.0,4552.0,6416.0,0.0
1.0,2.0,2.0,30.0,3.0,4.0,4.0,4.0,2.0,2.0,182840.0,88876.0,2422.0,816.0,685.0,0.0
